4.967308286,1.934936314,0.834899595,0.505199974,0.741716706,0.998165275,1.02972115,0.722661436,0.396135541,0.235303626,0.241066196,0.190039459,0.11350378,0.092021688,0.046577067,0.028001344
2.114031524,17.26909117,2.81229788,0.54929465,0.428012722,0.900844711,1.174021588,0.816136082,0.814567337,0.300986582,0.180384935,0.152674208,0.105879843,0.072885609,0.027828497,0.025937371
0.567309702,4.940635962,20.46254831,1.344999365,0.711407675,0.56128547,0.665354272,0.593245342,0.638476341,0.34756577,0.193186151,0.092970079,0.053694189,0.048308531,0.027420942,0.030336562
0.254477038,0.941528534,5.127366306,12.36091028,2.357023251,1.110549641,0.80445976,0.775118765,0.74054697,0.573206108,0.310637304,0.164349653,0.07596973,0.022998604,0.010653731,0.009038779
0.320565764,0.532689355,0.604950772,3.739882118,5.008893925,2.204844539,1.445607023,1.224405414,0.875773482,0.734867564,0.543009291,0.297907313,0.153606542,0.019744253,0.016620671,0.016549004
0.477268326,0.520393622,0.367635135,1.152679227,2.58358396,3.233432083,1.899713984,1.515451257,1.24538091,0.8787298,0.7456551,0.397618685,0.195718905,0.018413463,0.00860872,0.006530809
0.430737129,0.947403106,0.814167428,0.588439229,1.234469991,1.826389548,2.210170454,1.678558597,1.336110969,1.027029983,0.709963775,0.467218531,0.199412086,0.025383218,0.010226463,0.01214636
0.332532233,0.716316416,0.480522025,0.65419972,0.818996405,1.44208154,1.565598912,1.92173989,1.683749481,1.104479298,0.838133144,0.409535627,0.159196846,0.033936516,0.015302066,0.007742651
0.179771133,0.401820982,0.476772206,0.659523266,0.856441385,1.225481722,1.448190381,1.478876563,1.740001097,1.299254562,1.001898251,0.398263225,0.192817625,0.018058512,0.010904943,0.005893579
0.107544159,0.315150349,0.349065571,0.781255358,0.558670518,0.888830708,1.121869911,1.176321579,1.174719267,1.112480883,0.787607157,0.446268978,0.148947385,0.012878015,0.00816473,0.008055427
0.075792264,0.409320343,0.638133582,0.681229616,0.571112472,1.001244513,1.071874763,1.063966312,1.38792504,1.336665824,1.080391635,0.610744091,0.194007884,0.013714117,0.007369591,0.006351713
0.136704391,0.436833699,0.605752372,0.47761192,0.423080836,0.762531319,0.930705875,0.83370137,1.009993462,0.770608326,0.789420686,0.584043068,0.2238185,0.018193152,0.008997145,0.006467537
0.083189999,0.129947628,0.258942951,0.211482263,0.312448874,0.497731053,0.538178513,0.628011945,0.608662224,0.573286867,0.474902618,0.425543857,0.168618124,0.035032785,0.013697951,0.007359225
0.044281324,0.085219172,0.041101921,0.024649986,0.065066967,0.087456301,0.107302027,0.074695058,0.059117559,0.042993337,0.035431727,0.048981741,0.038163669,0.042572669,0.021962996,0.008261725
0.013001365,0.025920009,0.031912929,0.056060049,0.039387363,0.04986378,0.045056608,0.058777637,0.056638322,0.050861244,0.056495818,0.041551825,0.038346216,0.034416279,0.027744488,0.03064405
0.025645715,0.045657777,0.030967371,0.035146647,0.026741826,0.038582852,0.051578257,0.033828295,0.026249087,0.026284819,0.016804504,0.015310152,0.013409783,0.017125985,0.012145346,0.010534477
