# Age-specific fertility rates (2021 Myanmar data) 
# columns:
#   0=age
#   1=fertility rate (proportion of women giving birth between age x and age x+1
15 0.0
16 0.0
17 0.0
18 0.028
19 0.028
20 0.097
21 0.097
22 0.097
23 0.097
24 0.097
25 0.123
26 0.123
27 0.123
28 0.123
29 0.123
30 0.101
31 0.101
32 0.101
33 0.101
34 0.101
35 0.066
36 0.066
37 0.066
38 0.066
39 0.066
40 0.024
41 0.024
42 0.024
43 0.024
44 0.024
45 0.004
46 0.004
47 0.004
48 0.004
49 0.004
